IsROS,IsCybersecurity,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation  of Privilege,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Addressing cybersecurity threats in prosumer-based nanogrids with MQTT communication,P. J. Hueros-Barrios; F. J. Rodríguez; P. Martín; M. Gayo; I. Fernández,"Department of Electronics, University of Alcalá, Alcalá de Henares, Spain; Department of Electronics, University of Alcalá, Alcalá de Henares, Spain; Department of Electronics, University of Alcalá, Alcalá de Henares, Spain; Department of Electronics, University of Alcalá, Alcalá de Henares, Spain; Department of Electronics, University of Alcalá, Alcalá de Henares, Spain","2022 International Conference on Electrical, Computer and Energy Technologies (ICECET)",2022-09-09,2022.0,,,1.0,6.0,"The high price of electricity has given extra impetus to the rapid deployment of solar self-consumption nanogrids, which allow customers to become prosumers. The development of smarter and more efficient nanogrids, “advanced nanogrids”, has been promoted by enabling technologies such as the Internet of things (IoT) and artificial intelligence (AI), along with the bidirectional flow of power between prosumers and the utility. However, advanced nanogrids can be subjected to cyber-attacks which impede the nanogrid operation in terms of economic and physical performance. The aim of this paper is to highlight the vulnerability to attack of the MQTT communication between IoT devices, e.g. a weather station and the advanced nanogrid controller, and to put forward techniques that can be employed to protect it. Data from the weather station is essential to provide predictions which are used, in turn, for making generation/consumption offers. Firstly, a cybersecurity analysis to identify assets, assess threats and quantify risks is performed. Secondly, a penetration test on the MQTT communications is carried out to exemplify the exposed threats. Finally, strategies such a Intrusion Detection, Protection System (IDPS) and communication encryption are implemented.",,978-1-6654-7087-2,10.1109/ICECET55527.2022.9872918,European Social Fund; Comunidad de Madrid; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9872918,MQTT;threats;IDPS;nanogrid;cybersecurity,Temperature measurement;Performance evaluation;Temperature distribution;Protocols;Intrusion detection;Prediction algorithms;Threat assessment,,2.0,,22.0,IEEE,2022-09-09,20-22 July 2022,20-22 July 2022,IEEE,IEEE Conferences
True,True,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,Security Controller Synthesis for ROS-based Robot,X. Zhao; S. Shu; Y. Lan; H. Feng; W. Dong,"College of Computer Science, National University of Defense Technology, Changsha, China; Hunan Institute of Traffic Engineering, Changsha, China; College of Computer Science, National University of Defense Technology, Changsha, China; College of Computer Science, National University of Defense Technology, Changsha, China; College of Computer Science, National University of Defense Technology, Changsha, China","2020 IEEE 20th International Conference on Software Quality, Reliability and Security Companion (QRS-C)",2020-12-21,2020.0,,,472.0,477.0,"In recent years, robots have been widely used in people's daily lives. While bringing convenience to us, there are also potential threats. To ensure the correctness of the robot's behavior, scientists have conducted extensive research on generating security controllers for robots. In this paper, we propose a method that divides the robot controllers into task controller and security controller, this method greatly reduces the time required for controller generation. We use the Robot Operating System (ROS) as our experimental platform. Due to the poor security of ROS, robots are vulnerable to cyber-attacks. Therefore, we summarized several types of cyber-attacks against ROS and generate security controllers for robots. Then we simulate the generated controllers in Gazebo. Experimental results show that our method can reduce the impact of cyber attacks on robots and ensure the successful completion of the task.",,978-1-7281-8915-4,10.1109/QRS-C51114.2020.00085,"National Natural Science Foundation of China(grant numbers:61690203,61532007); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9282668,robot operating system;controller synthesis;cyber attack;linear temporal logic,Operating systems;Software quality;Software reliability;Security;Task analysis;Robots;Cyberattack,,3.0,,10.0,IEEE,2020-12-21,11-14 Dec. 2020,11-14 Dec. 2020,IEEE,IEEE Conferences
True,True,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,Increasing ROS 1.x communication security for medical surgery robot,R. Dóczi; F. Kis; B. Sütő; V. Póser; G. Kronreif; E. Jósvai; M. Kozlovszky,"John von Neumann Faculty of Informatics, Óbuda University, Budapest, Hungary; John von Neumann Faculty of Informatics, Óbuda University, Budapest, Hungary; John von Neumann Faculty of Informatics, Óbuda University, Budapest, Hungary; ACMIT GmbH; John von Neumann Faculty of Informatics, Óbuda University, Budapest, Hungary; ACMIT GmbH; EKIK, Biotech Knowledge Center, Budapest, Hungary","2016 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",2017-02-09,2016.0,,,4444.0,4449.0,"Robot systems based on ROS are growing in popularity. While they are vulnerable from a cybersecurity perspective, they still provide a solid framework for many research projects. The components can easily communicate with each other, share information and send control commands freely and without major restrictions. In special fields (medical, military, etc.) such freedom is dangerous and not acceptable. To foster the application of ROS in medical research field we are hardening its internal architecture and elevate the software security. In this paper we propose an application layer solution for the dataflow control and protection between the nodes.",,978-1-5090-1897-0,10.1109/SMC.2016.7844931,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7844931,cybersecurity;medical devices;Robot Operating System;ROS 1.x,Computer crime;Middleware;Robots;Authorization;Databases;Cameras,,16.0,,8.0,IEEE,2017-02-09,9-12 Oct. 2016,9-12 Oct. 2016,IEEE,IEEE Conferences
True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cyber Security Assessment of the Robot Operating System 2 for Aerial Networks,S. Sandoval; P. Thulasiraman,"Naval Postgraduate School, Monterey, CA, USA; Naval Postgraduate School, Monterey, CA, USA",2019 IEEE International Systems Conference (SysCon),2019-09-16,2019.0,,,1.0,8.0,"The Robot Operating System (ROS) is a widely adopted standard robotic middleware. However, its preliminary design is devoid of any network security features. Military grade unmanned systems must be guarded against network threats. ROS 2 is built upon the Data Distribution Service (DDS) standard and is designed to provide solutions to identified ROS 1 security vulnerabilities by incorporating authentication, encryption, and process profile features, which rely on public key infrastructure. The Department of Defense is looking to use ROS 2 for its military-centric robotics platform. This paper seeks to demonstrate that ROS 2 and its DDS security architecture can serve as a functional platform for use in military grade unmanned systems, particularly in unmanned Naval aerial swarms. In this paper, we focus on the viability of ROS 2 to safeguard communications between swarms and a ground control station (GCS). We test ROS 2's ability to mitigate and withstand certain cyber threats, specifically that of rogue nodes injecting unauthorized data and accessing services that will disable parts of the UAV swarm. We use the Gazebo robotics simulator to target individual UAVs to ascertain the effectiveness of our attack vectors under specific conditions. We demonstrate the effectiveness of ROS 2 in mitigating the chosen attack vectors but observed a measurable operational delay within our simulations.",2472-9647,978-1-5386-8396-5,10.1109/SYSCON.2019.8836824,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8836824,autonomous systems;cyber security;UAV swarms;ROS,Authentication;Drones;Standards;Encryption;Robots,,15.0,,19.0,USGov,2019-09-16,8-11 April 2019,8-11 April 2019,IEEE,IEEE Conferences
True,True,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,Intrusion Detection System for Robot Operating System using Hybrid Deep learning,V. Ravi,"Center for Artificial Intelligence, Prince Mohammad Bin Fahd University, Khobar, Saudi Arabia","2024 8th International Conference on Electronics, Communication and Aerospace Technology (ICECA)",2024-12-24,2024.0,,,586.0,591.0,"Robot operating system (RobotOS) has become an important standard middleware in industry and non-industrial sectors in modern world. Attacks to the RobotOS and its networks are increasing rapidly in recent days. These attacks lead to high risks and significant threats to the robot and its environment. This is because these robot systems are not designed by considering cyber security. Security issues of robot system receive increased attention by malicious attackers. This work presents robot network intrusion detection system (RobotNIDS) by leveraging the convolutional model and gated recurrent models in deep learning. The features of the specified deep learning models are flattened and combined. A low dimensional feature representation of the combined features is constructed by applying non-linear transformation with principal component analysis. Subsequently, two-phase classification model is applied on the low-dimensional features of network connection records to analyze the robot network activity in order to detect and classify attacks. The phase 1 employs KNN and random forest (RFort) classifiers and classification of predictions made in phase 1 is done using logistic regression (LRegn) in phase 2. Parameters of classification models are properly adjusted by considering the accuracy in hyperparameter experimental settings. Experiments on ROSIDS23 dataset shows that the proposed Robot-NIDS performs better than the existing intrusion detection and classification methods with an accuracy of $98.2 \%$ in detecting attacks and $98 \%$ accuracy in classification of attacks. The findings reported in this work demonstrates its ability for monitoring and analyzing robot network connection records to accurately detect the abnormal activity and report it to network administrator.",,979-8-3503-6790-4,10.1109/ICECA63461.2024.10800870,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10800870,Cyber security;Robot operating system;Network traffic;Intrusion detection system;Deep learning,Deep learning;Accuracy;Service robots;Operating systems;Network intrusion detection;Security;Computer crime;Standards;Random forests;Principal component analysis,,1.0,,23.0,IEEE,2024-12-24,6-8 Nov. 2024,6-8 Nov. 2024,IEEE,IEEE Conferences
True,True,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Poster: Address Resolution Protocol Based Attacks for Multi-Robot Systems,B. E. Todorowski; M. L. Fox; H. E. Laing; K. Gaddam; A. Mian; R. Eagala; J. Ferrari; M. T. Arafin,"Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA; Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA; Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA; Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA; Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA; Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA; Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA; Cyber Security Engineering Department, George Mason University, Fairfax, VA, USA","2024 IEEE International Conference on Mobility, Operations, Services and Technologies (MOST)",2024-07-30,2024.0,,,281.0,282.0,"Robot Operating System (ROS) is a popular open-source middleware that provides a standard robotic application development framework using commercial-off-the-shelf hardware. As the use of ROS becomes widespread, security vulnerabilities in ROS pose critical concerns for the next generation of robotics. For example, when ROS is used for deploying a multi-robot system (MRS), an attacker can target the weaknesses of ROS to compromise the complete multi-robot infrastructure. This work presents a proof-of-concept hardware demonstration of such an attack to examine how networking vulnerabilities can be exploited to compromise a ROS-based MRS. The experiment setup and demonstration code for this work are available at https://github.com/SPIRE-GMU/MRS_Security.git",,979-8-3503-0773-3,10.1109/MOST60774.2024.00041,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10607137,Robot Operating System (ROS);Address Resolution Protocol (ARP) Spoofing;Multi-Robot Systems (MRS),Protocols;Operating systems;Hardware;Multi-robot systems;Security;Middleware;Robots,,1.0,,5.0,IEEE,2024-07-30,1-3 May 2024,1-3 May 2024,IEEE,IEEE Conferences
True,True,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,Security Risk Assessment of Humanoid Robotics: DARWIN-OP2 as Case Study,K. M. Ahmad Yousef; B. J. Mohd; M. Amra; Y. Kamel; A. AlMajali,"Computer Engineering Department, Faculty of Engineering, The Hashemite University, Zarqa, Jordan; Computer Engineering Department, Faculty of Engineering, The Hashemite University, Zarqa, Jordan; Computer Engineering Department, Faculty of Engineering, The Hashemite University, Zarqa, Jordan; Computer Engineering Department, Faculty of Engineering, The Hashemite University, Zarqa, Jordan; Computer Engineering Department, Faculty of Engineering, The Hashemite University, Zarqa, Jordan",2024 25th International Arab Conference on Information Technology (ACIT),2025-02-17,2024.0,,,1.0,5.0,"This paper presents a security risk assessment of a humanoid robot, DARWIN-OP2, controlled through the Robot Operating System (ROS). The assessment utilizes the Cyber Kill Chain framework and focuses on an identified vulnerability: CVE-2011-2523. To exploit this vulnerability, several attack scenarios were studied and analyzed, with the Unauthorized Access Attack type ultimately selected. The aim of these attacks was to gain unauthorized access to the robot’s control system. By exploiting vulnerabilities in the robot’s system, an attacker could potentially obtain sensitive information or establish persistent control over the robot. A qualitative assessment of this scenario revealed that it could successfully compromise the robot, impacting its availability and integrity. This was demonstrated by successfully establishing a reverse shell on the robot. These findings highlight the importance of implementing robust security measures for humanoid robots to mitigate potential risks and ensure their safe and reliable operation.",2831-4948,979-8-3315-4001-2,10.1109/ACIT62805.2024.10876987,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10876987,Cyber Security;Security Risk Assessment;Vulnerability Assessment;Unauthorized Access;Cyber Kill Chain Framework;DARWIN-OP2;Humanoid Robots,Operating systems;Humanoid robots;Robot sensing systems;Control systems;Security;Risk management;Reliability;Information technology;Computer crime,,1.0,,11.0,IEEE,2025-02-17,10-12 Dec. 2024,10-12 Dec. 2024,IEEE,IEEE Conferences
True,True,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,A Deep Learning-Based Intrusion Detection System for Safeguarding ROS 2-Powered Unmanned Ground Vehicles Against DoS Attacks,E. F. Da Silva; F. Santoso; L. Zheng,"AI and Cyber Futures Institute, Charles Sturt University, Canberra, ACT, Australia; AI and Cyber Futures Institute, Charles Sturt University, Canberra, ACT, Australia; School of Computing, Mathematics, and Engineering, Charles Sturt University, Wagga Wagga, NSW, Australia",2025 International Joint Conference on Neural Networks (IJCNN),2025-11-14,2025.0,,,1.0,9.0,"Recent advances in robotics have increased the reliance on networked middleware, such as Robot Operating System 2 (ROS 2), for orchestrating Unmanned Ground Vehicles (UGVs) in dynamic and safety-critical settings. However, this distributed architecture exposes platforms like the Turtlebot4 to Denial-of-Service (DoS) vulnerabilities, which can incapacitate critical sensor and control messages. This paper presents a deep learning-based framework for near-real-time detection of DoS attacks in a ROS 2-enabled UGV. A novel adversarial script, generated using a Large Language Model (LLM), systematically floods targeted ROS 2 topics to simulate genuine network-based intrusions. The resulting dataset, comprising both benign and adversarial conditions, undergoes rigorous cleaning, feature engineering, and one-second binning to capture key metrics such as burstiness and topic entropy. Four neural architectures are evaluated: a Multilayer Perceptron (MLP), a Long Short-Term Memory (LSTM), a 1D Convolutional Neural Network (CNN), and an unsupervised Variational Autoencoder (VAE). Experimental findings show that the MLP, leveraging the engineered features, achieves 97% accuracy and an AUC of 0.998 in classifying DoS traffic, outperforming sequence-based models and the VAE. Integrated Gradients analysis further reveals that metrics reflecting abrupt message spikes and imbalanced topic usage are highly discriminative of malicious behavior. These results underscore the impact of domain-specific feature design in safeguarding ROS 2-based robotic platforms against emerging cyber threats.",2161-4407,979-8-3315-1042-8,10.1109/IJCNN64981.2025.11229203,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11229203,Deep Learning;DoS;Unmanned Ground Vehicle;Robot Operating System (ROS),Measurement;Accuracy;Traffic control;Robot sensing systems;Denial-of-service attack;Land vehicles;Entropy;Convolutional neural networks;Surges;Long short term memory,,1.0,,31.0,IEEE,2025-11-14,30 June-5 July 2025,30 June-5 July 2025,IEEE,IEEE Conferences
True,True,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,Securing ROS Network Traffic Data Against Node Isolation Attacks Using a Deep Learning CNN: An Empirical Study on an Unmanned Ground Vehicle,F. Santoso; A. Finn,"Artificial Intelligence and Cyber Futures Institute, Charles Sturt University, Canberra, ACT, Australia; UniSA STEM, The University of South Australia, Adelaide, SA, Australia",2025 International Joint Conference on Neural Networks (IJCNN),2025-11-14,2025.0,,,1.0,9.0,"To ensure the operational integrity of military ground robots in hostile environments, we present a cutting-edge cybersecurity framework that leverages deep learning via a convolutional neural network (CNN). While primarily designed to enhance the security of military ground vehicles, the framework also improves the cybersecurity of the Robot Operating System (ROS), a widely adopted middleware across civilian and military robotic platforms. The GVR-BOT, developed by the United States Army Combat Capabilities Development Command (CCDC) Ground Vehicle Systems Center, serves as the experimental platform. To evaluate the robustness of our system, we conduct real-time penetration testing to identify vulnerabilities within ROS onboard the ground vehicle. Our approach involves training the model on two datasets of normalized network traffic, represented as RGB or grayscale images, to capture vehicle behavior under adversarial conditions. The theoretical foundation is supported by a formal convergence lemma, which guarantees that the CNN model minimizes classification loss under standard smoothness and learning rate assumptions. Experimental results demonstrate the efficacy of our framework, achieving over 98% detection accuracy and under 1% false positive rate, while maintaining minimal detection latency. We also compare different windowing techniques to assess performance trade-offs.",2161-4407,979-8-3315-1042-8,10.1109/IJCNN64981.2025.11227235,Arm; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11227235,Cybersecurity;robot operating system (ROS);convolutional neural network (CNN);unmanned ground vehicle (UGV),Deep learning;Training;Accuracy;Operating systems;Telecommunication traffic;Land vehicles;Real-time systems;Convolutional neural networks;Vehicle dynamics;Standards,,,,34.0,IEEE,2025-11-14,30 June-5 July 2025,30 June-5 July 2025,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Advanced Risk Assessment Framework for Cyber Threats in Self-Driving Vehicles,M. Anas,,2025 11th International Conference on Electrical Energy Systems (ICEES),2025-10-31,2025.0,,,804.0,807.0,"The increasing reliance on autonomous vehicle systems introduces new cybersecurity challenges that could compromise safety, privacy, and operational integrity. This study presents a structured risk assessment framework that quantifies cybersecurity risks specific to self-driving cars, integrating probabilistic modeling and optimization techniques. By analyzing potential attack vectors, system vulnerabilities, and risk mitigation strategies, this research provides a data-driven approach to enhancing security resilience in autonomous transportation. The findings highlight key risk factors, propose effective control measures, and demonstrate how quantitative models can improve decision-making for vehicle security. This framework serves as a foundation for future advancements in securing intelligent transportation systems.",2693-3934,979-8-3315-5673-0,10.1109/ICEES67011.2025.11213034,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11213034,Autonomous vehicles;Cybersecurity;Risk assessment;Probabilistic modeling;Optimization;Intelligent transportation systems,Technological innovation;Transportation;Probabilistic logic;Loss measurement;Vectors;Risk management;Computer security;Optimization;Resilience;Investment,,,,6.0,IEEE,2025-10-31,21-23 Aug. 2025,21-23 Aug. 2025,IEEE,IEEE Conferences
