IsROS,IsCybersec,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation of Privilege,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G3TJHM99,journalArticle,2023.0,"Proulx, Alexandre; Chouinard, Jean-Yves; Fortier, Paul; Miled, Amine",A Survey on FPGA Cybersecurity Design Strategies,ACM Trans. Reconfigurable Technol. Syst.,,1936-7406,10.1145/3561515,https://doi.org/10.1145/3561515,"This article presents a critical literature review on the security aspects of field-programmable gate array (FPGA) devices. FPGA devices present unique challenges to cybersecurity through their reconfigurable nature. The article also pays special attention to emerging system-on-chip (SoC) FPGA devices that incorporate a hard processing system (HPS) on the same die as the FPGA logic. While this incorporation reduces the need for vulnerable external signals, the HPS in SoC FPGA devices adds a level of complexity that is not present for stand-alone FPGA devices. This added complexity necessarily hands over the task of securing the device to developers. Even with standard security features in place, the HPS might still have unhindered access to the FPGA logic. A single software flaw could open up a breach that might allow an attacker to extract the FPGA’s configuration data. A robust cybersecurity strategy is thus required for developers. As such, this work aims to provide the groundwork to build a solid threat-based cybersecurity design strategy that is specially adapted to SoC FPGA devices.",2023-03-01 00:00:00,2026-02-25 17:23:12,2026-02-25 17:23:12,,,,2,16.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,FPGA; Cybersecurity; SoC FPGA; threat model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9BDNJCHI,journalArticle,2025.0,"Daneshvar, Seyed Shayan; Nong, Yu; Yang, Xu; Wang, Shaowei; Cai, Haipeng",VulScribeR: Exploring RAG-based Vulnerability Augmentation with LLMs,ACM Trans. Softw. Eng. Methodol.,,1049-331X,10.1145/3760775,https://doi.org/10.1145/3760775,"Detecting vulnerabilities is vital for software security, yet deep learning-based vulnerability detectors (DLVD) face a data shortage, which limits their effectiveness. Data augmentation can potentially alleviate the data shortage, but augmenting vulnerable code is challenging and requires a generative solution that maintains vulnerability. Previous works have only focused on generating samples that contain single statements or specific types of vulnerabilities. Recently, large language models (LLMs) have been used to solve various code generation and comprehension tasks with inspiring results, especially when fused with retrieval augmented generation (RAG). Therefore, we propose VulScribeR, a novel LLM-based solution that leverages carefully curated prompt templates to augment vulnerable datasets. More specifically, we explore three strategies to augment both single and multi-statement vulnerabilities, with LLMs, namely Mutation, Injection, and Extension. Our extensive evaluation across four vulnerability datasets and DLVD models, using three LLMs, show that our approach beats two SOTA methods Vulgen and VGX, and Random Oversampling (ROS) by 27.48%, 27.93%, and 15.41% in f1-score with 5K generated vulnerable samples on average, and 53.84%, 54.10%, 69.90%, and 40.93% with 15K generated vulnerable samples. Our approach demonstrates its feasibility for large-scale data augmentation by generating 1K samples at as cheap as US$ 1.88.",2025-08-01 00:00:00,2026-02-25 17:23:12,2026-02-25 17:23:12,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Deep Learning; Program Generation; Vulnerability Augmentation; Vulnerability Generation; Vulnerability Injection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,QLIPVVNT,conferencePaper,2023.0,"Patel, Yash; Rughani, Parag H.; Desai, Dhruvil",Analyzing Security Vulnerability and Forensic Investigation of ROS2: A Case Study,Proceedings of the 8th International Conference on Robotics and Artificial Intelligence,978-1-4503-9754-4,,10.1145/3573910.3573912,https://doi.org/10.1145/3573910.3573912,"For several years, robotics technology has used ROS (Robot Operating System) as a middleware application for operating robots. The adoption of robots in various domains such as defense, industrial, academia, healthcare, and many more are rising gradually. After the market demand rose, ROS was upgraded to ROS2 for better performance and security. However, researchers have identified many security issues and breaches in the ROS2 framework. However, security is the biggest issue in today's era. Thus the security issue is unrestricted in the robotics domains, which can cause human loss, injuries to humans and destruction of internal/external environments. In this paper, we demonstrate the security vulnerabilities of ROS2-based applications, such as the unauthorized injection of the data, unauthorized access to the data and denial of service attacks. Nevertheless, anti-forensic techniques on ROS2-based applications were performed to obstruct the forensics investigation. After that, we forensic investigated the attacks performed on the ROS2-based application. Our result shows that it is possible to compromise ROS2-based applications and attackers can crash the ROS2 system quickly. In a forensic investigation, it is possible to identify the attacker's IP address, mac address, network interface and the process of the ROS2 system running on the robot. The authors stated the limitations and future work of the ROS2-based application in forensic investigation.",2023,2026-02-25 17:23:12,2026-02-25 17:23:12,,6–12,,,,,,,ICRAI '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Anti-Forensics; Cyber-Physical Security; Digital Forensics; Robotics; Robotics Investigation; Robotics Security; ROS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HE93NPLI,journalArticle,2025.0,"Kate, Sayali; Gao, Yifei; Feng, Shiwei; Zhang, Xiangyu",ROSCallBaX: Statically Detecting Inconsistencies in Callback Function Setup of Robotic Systems,Proc. ACM Softw. Eng.,,,10.1145/3715748,https://doi.org/10.1145/3715748,"Increasingly popular Robot Operating System (ROS) framework allows building robotic systems by integrating newly developed and/or reused modules, where the modules can use different versions of the framework (e.g., ROS1 or ROS2) and programming language (e.g. C++ or Python). The majority of such robotic systems' work happens in callbacks. The framework provides various elements for initializing callbacks and for setting up the execution of callbacks. It is the responsibility of developers to compose callbacks and their execution setup elements, and hence can lead to inconsistencies related to the setup of callback execution due to developer's incomplete knowledge of the semantics of elements in various versions of the framework. Some of these inconsistencies do not throw errors at runtime, making their detection difficult for developers. We propose a static approach to detecting such inconsistencies by extracting a static view of the composition of robotic system's callbacks and their execution setup, and then checking it against the composition conventions based on the elements' semantics. We evaluate our ROSCallBaX prototype on the dataset created from the posts on developer forums and ROS projects that are publicly available. The evaluation results show that our approach can detect real inconsistencies.",2025-06-01 00:00:00,2026-02-25 17:23:12,2026-02-25 17:23:12,,,,FSE,2.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Composition of Callback Execution Setup; Robotic Systems; Static Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2JGEI3YG,conferencePaper,2018.0,"Abbas, Houssam; Saha, Indranil; Shoukry, Yasser; Ehlers, Rüdiger; Fainekos, Georgios; Gupta, Rajesh; Majumdar, Rupak; Ulus, Dogan",Embedded software for robotics: challenges and future directions: special session,Proceedings of the International Conference on Embedded Software,978-1-5386-5564-1,,,,"This paper surveys recent challenges and solutions in the design, implementation, and verification of embedded software for robotics. Emphasis is placed on mobile robots, like self-driving cars. In design, it addresses programming support for robotic systems, secure state estimation, and ROS-based monitor generation. In the implementation phase, it describes the synthesis of control software using finite precision arithmetic, real-time platforms and architectures for safety-critical robotics, efficient implementation of neural network based-controllers, and standards for computer vision applications. The issues in verification include verification of neural network-based robotic controllers, and falsification of closed-loop control systems. The paper also describes notable open-source robotic platforms. Along the way, we highlight important research problems for developing the next generation of high-performance, low-resource-usage, correct embedded software.",2018,2026-02-25 17:23:12,2026-02-25 17:23:12,,,,,,,,,EMSOFT '18,,,,IEEE Press,,,,,,,,,,,,,robot operating system; robotics; neural networks; embedded software; monitor synthesis; secure state estimation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M2V62KKL,conferencePaper,2025.0,"Daneshvar, Seyed Shayan; Tan, Da; Wang, Shaowei; Leung, Carson",A Study on Mixup-Inspired Augmentation Methods for Software Vulnerability Detection,Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering,979-8-4007-1385-9,,10.1145/3756681.3757017,https://doi.org/10.1145/3756681.3757017,"Various deep learning (DL) methods have recently been utilized to detect software vulnerabilities. Real-world software vulnerability datasets are rare and hard to acquire, as there is no simple metric for classifying vulnerability. Such datasets are heavily imbalanced, and none of the current datasets are considered huge for DL models. To tackle these problems, a recent work has tried to augment the dataset using the source code and generate realistic single-statement vulnerabilities, which is not quite practical and requires manual checking of the generated vulnerabilities. In this paper, we aim to explore the augmentation of vulnerabilities at the representation level to help current models learn better, which has never been done before to the best of our knowledge. We implement and evaluate five augmentation techniques that augment the embedding of the data and have recently been used for code search, which is a completely different software engineering task. We also introduced a conditioned version of those augmentation methods, which ensures the augmentation does not change the vulnerable section of the vector representation. We show that such augmentation methods can be helpful and increase the F1-score by up to 9.67%, yet they cannot beat Random Oversampling when balancing datasets, which increases the F1-score by 10.82%.",2025,2026-02-25 17:23:12,2026-02-25 17:23:12,,616–621,,,,,,,EASE '25,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Data augmentation; Deep learning; Software vulnerability; Vulnerability augmentation; Vulnerability detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CKJU9LG5,conferencePaper,2023.0,"Song, Haiyang; Sun, Yue; Chen, Siyang; Yang, Xi; Yuan, Kunhao",A Multi-Agent Local Search Strategy for Robots Navigation,Proceedings of the 2022 5th International Conference on Telecommunications and Communication Engineering,978-1-4503-9779-7,,10.1145/3577065.3577081,https://doi.org/10.1145/3577065.3577081,"This paper proposes a multi-agent local search strategy for mobile robots. In Solving the problem of manual gas inspection in the chemical industry, the last decades have seen increasingly rapid advances in robot navigation and inspection. However, much of the research has been descriptive and limited to a 2D environment, ignoring the factory’s complex environment and needing multi-robot corporation strategies for complex tasks. The paper, therefore, implements a multi-agent framework that offers more flexibility by allowing agents to collaborate while learning and making autonomous decisions. This multi-agent framework uses 3D laser radar to model the surrounding environment and then develops a local searching strategy in cooperation with path planning to achieve autonomous navigation. The simulation results show that the Robot Operating System(ROS) based multi-agent local search strategy can reduce target searching time.",2023,2026-02-25 17:23:12,2026-02-25 17:23:12,,81–88,,,,,,,ICTCE '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,ROS; path planning; multi-agent; local search strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIU9WUDN,journalArticle,2024.0,"Wan, Zishen; Gan, Yiming; Yu, Bo; Liu, Shaoshan; Raychowdhury, Arijit; Zhu, Yuhao",The Vulnerability-Adaptive Protection Paradigm,Commun. ACM,,0001-0782,10.1145/3647638,https://doi.org/10.1145/3647638,Moving toward reliable autonomous machines.,2024-08-01 00:00:00,2026-02-25 17:23:12,2026-02-25 17:23:12,,66–77,,9,67.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EPW246T8,conferencePaper,2018.0,"Ernst, Neil A.; Kazman, Rick; Bianco, Philip",Towards rapid composition with confidence in robotics software,Proceedings of the 1st International Workshop on Robotics Software Engineering,978-1-4503-5760-9,,10.1145/3196558.3196567,https://doi.org/10.1145/3196558.3196567,"Robotics software is booming thanks in part to a rich and productive ecosystem around the Robot Operating System. We introduce a military effort to leverage the ROS ecosystem and reduce the challenges in building military robots, called ROS-M. We outline some of the work we have done on the ROS-M initiative, and explain our future directions in analyzing ROS code to balance between rapid adoption and confidence in the component.",2018,2026-02-25 17:23:12,2026-02-25 17:23:12,,44–47,,,,,,,RoSE '18,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,ROS; quality attribute requirements; robotics software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,True,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,PHG7YZTW,conferencePaper,2021.0,"Deng, Gelei; Zhou, Yuan; Xu, Yuan; Zhang, Tianwei; Liu, Yang",An Investigation of Byzantine Threats in Multi-Robot Systems,"Proceedings of the 24th International Symposium on Research in Attacks, Intrusions and Defenses",978-1-4503-9058-3,,10.1145/3471621.3471867,https://doi.org/10.1145/3471621.3471867,"Multi-Robot Systems (MRSs) show significant advantages to deal with complex tasks efficiently. However, the system complexity inevitably enlarges the attack surface and adds difficulty in guaranteeing the security and safety of MRSs. In this paper, we present an in-depth investigation about the Byzantine threats in MRSs, where some robot is untrusted. We design a practical methodology to identify potential Byzantine risks in a given MRS workload built from the Robot Operating System (ROS). It consists of three novel steps (requirement specification using signal temporal logic, attack surface determination via data-flow analysis, attack identification using requirement-driven fuzzing) to thoroughly assess MRS workloads. We use this fuzzing method to inspect five typical MRS workloads from past works and the ROS platform, and identify three novel kinds of attacks that can be launched with five attack strategies. We conduct comprehensive experiments in the Gazebo simulator and a real-world MRS with three TurtlBot3 robots to validate these attacks, which can remarkably decrease the system’s performance, or even cause task failures.",2021,2026-02-25 17:23:12,2026-02-25 17:23:12,,17–32,,,,,,,RAID '21,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,fuzzing; Byzantine threat; multi-robot system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDVHRKEX,conferencePaper,2020.0,"Malavolta, Ivano; Lewis, Grace; Schmerl, Bradley; Lago, Patricia; Garlan, David",How do you architect your robots? state of the practice and guidelines for ROS-based systems,Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Software Engineering in Practice,978-1-4503-7123-0,,10.1145/3377813.3381358,https://doi.org/10.1145/3377813.3381358,"The Robot Operating System (ROS) is the de-facto standard for robotic software. If on one hand ROS is helping roboticists, e.g., by providing a standardized communication platform, on the other hand ROS-based systems are getting larger and more complex and could benefit from good software architecture practices. This paper presents an observational study aimed at (i) unveiling the state-of-the-practice for architecting ROS-based systems and (ii) providing guidance to roboticists about how to properly architect ROS-based systems. To achieve these goals, we (i) build a dataset of 335 GitHub repositories containing real open-source ROS-based systems, (ii) mine the repositories for extracting the state of the practice about how roboticists are architecting them, and (iii) synthesize a catalog of 49 evidence-based guidelines for architecting ROS-based systems. The guidelines have been validated by 77 roboticists working on real-world open-source ROS-based systems.",2020,2026-02-25 17:23:12,2026-02-25 17:23:12,,31–40,,,,,,,ICSE-SEIP '20,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
